,county,ethylene_dibromide
2299,"Washington parish, Louisiana",0.0
2300,"Washington, Alabama",0.0
2301,"Washington, Arkansas",0.0
2302,"Washington, Florida",0.0
2303,"Washington, Idaho",0.0
2304,"Washington, Illinois",0.0
2305,"Washington, Indiana",0.0
2306,"Washington, Kansas",0.0
2307,"Washington, Kentucky",0.0
2308,"Washington, Louisiana",0.0
2309,"Washington, Minnesota",0.0
2310,"Washington, Missouri",0.0
2311,"Washington, Nebraska",0.0
2312,"Washington, New York",0.0
2313,"Washington, North Carolina",0.0
2314,"Washington, Oklahoma",0.0
2315,"Washington, Oregon",0.0
2316,"Washington, Pennsylvania",0.0
2317,"Washington, Rhode Island",0.0
2318,"Washington, Texas",0.0
2319,"Washington, Vermont",0.0
2320,"Washington, Virginia",0.0
2321,"Washington, Wisconsin",0.0
2322,"Washita, Oklahoma",0.0
2323,"Washoe, Nevada",0.0
2324,"Watauga, North Carolina",0.0
2325,"Watonwan, Minnesota",0.0
2326,"Waukesha, Wisconsin",0.0
2327,"Waupaca, Wisconsin",0.0
2328,"Waushara, Wisconsin",0.0
2329,"Wayne, Illinois",0.0
2330,"Wayne, Indiana",0.0
2331,"Wayne, Kentucky",0.0
2332,"Wayne, Michigan",0.0
2333,"Wayne, Missouri",0.0
2334,"Wayne, Nebraska",0.0
2335,"Wayne, New York",0.0
2336,"Wayne, North Carolina",0.0
2337,"Wayne, Pennsylvania",0.0
2338,"Wayne, West Virginia",0.0
2339,"Waynesboro city, Virginia",0.0
2340,"Webb county, Texas",0.0
2341,"Webb, Texas",0.0
2342,"Webster, Kentucky",0.0
2343,"Webster, Louisiana",0.0
2344,"Webster, Missouri",0.0
2345,"Webster, Nebraska",0.0
2346,"Webster, West Virginia",0.0
2347,"Wells, Indiana",0.0
2348,"West baton rouge, Louisiana",0.0
2349,"West carroll parish, Louisiana",0.0
2350,"West carroll, Louisiana",0.0
2351,"West feliciana, Louisiana",0.0
2352,"Westchester, New York",0.0
2353,"Westmoreland, Pennsylvania",0.0
2354,"Westmoreland, Virginia",0.0
2355,"Weston, Wyoming",0.0
2356,"Wetzel, West Virginia",0.0
2357,"Wharton, Texas",0.0
2358,"Whatcom, Washington",0.0
2359,"Wheeler, Nebraska",0.0
2360,"Wheeler, Oregon",0.0
2361,"Wheeler, Texas",0.0
2362,"White pine, Nevada",0.0
2363,"White, Arkansas",0.0
2364,"White, Illinois",0.0
2365,"White, Indiana",0.0
2366,"Whiteside, Illinois",0.0
2367,"Whitley, Indiana",0.0
2368,"Whitley, Kentucky",0.0
2369,"Whitman, Washington",0.0
2370,"Wichita, Kansas",0.0
2371,"Wichita, Texas",0.0
2372,"Wilbarger, Texas",0.0
2373,"Wilcox, Alabama",0.0
2374,"Wilkes, North Carolina",0.0
2375,"Wilkin, Minnesota",0.0
2376,"Will, Illinois",0.0
2377,"Willacy county, Texas",0.0
2378,"Willacy, Texas",0.0
2379,"Williamsburg, South Carolina",0.0
2380,"Williamson, Illinois",0.0
2381,"Williamson, Texas",0.0
2382,"Wilson, Kansas",0.0
2383,"Wilson, North Carolina",0.0
2384,"Wilson, Texas",0.0
2385,"Winchester, Virginia",0.0
2386,"Windham, Connecticut",0.0
2387,"Windham, Vermont",0.0
2388,"Windsor, Vermont",0.0
2389,"Winkler, Texas",0.0
2390,"Winn, Louisiana",0.0
2391,"Winnebago, Illinois",0.0
2392,"Winnebago, Wisconsin",0.0
2393,"Winona, Minnesota",0.0
2394,"Winston, Alabama",0.0
2395,"Wise, Texas",0.0
2396,"Wise, Virginia",0.0
2397,"Wolfe, Kentucky",0.0
2398,"Wood, Texas",0.0
2399,"Wood, West Virginia",0.0
2400,"Wood, Wisconsin",0.0
2401,"Woodford, Illinois",0.0
2402,"Woodford, Kentucky",0.0
2403,"Woodruff, Arkansas",0.0
2404,"Woods, Oklahoma",0.0
2405,"Woodson, Kansas",0.0
2406,"Woodward, Oklahoma",0.0
2407,"Worcester, Massachusetts",0.0
2408,"Worth, Missouri",0.0
2409,"Wrangell, Alaska",0.0
2410,"Wright, Minnesota",0.0
2411,"Wright, Missouri",0.0
2412,"Wyandotte, Kansas",0.0
2413,"Wyoming, New York",0.0
2414,"Wyoming, Pennsylvania",0.0
2415,"Wyoming, West Virginia",0.0
2416,"Wythe, Virginia",0.0
2417,"Yadkin, North Carolina",0.0
2418,"Yakima, Washington",0.0
2419,"Yakutat, Alaska",0.0
2420,"Yamhill, Oregon",0.0
2421,"Yancey, North Carolina",0.0
2422,"Yankton, South Dakota",0.0
2423,"Yates, New York",0.0
2424,"Yavapai, Arizona",0.0
2425,"Yell, Arkansas",0.0
2426,"Yellow medicine county, Minnesota",0.0
2427,"Yellow medicine, Minnesota",0.0
2428,"Yellowstone, Montana",0.0
2429,"Yoakum, Texas",0.0
2430,"Yolo, California",0.0007137096774193547
2431,"York county, Pennsylvania",0.0
2432,"York, Nebraska",0.0
2433,"York, Pennsylvania",0.0
2434,"York, South Carolina",0.0
2435,"York, Virginia",0.0
2436,"Young, Texas",0.0
2437,"Yuba, California",0.0
2438,"Yukon-koyukuk, Alaska",0.0
2439,"Yuma county, Arizona",0.0
2440,"Yuma, Arizona",0.0
2441,"Zapata county, Texas",0.0
2442,"Zapata, Texas",0.0
2443,"Zavala, Texas",0.0
