,county,benzo(a)pyrene
2311,"Yankton, South Dakota",0.0
2312,"Yates, New York",0.0
2313,"Yavapai, Arizona",0.0007669616519174042
2314,"Yell, Arkansas",0.0
2315,"Yellow medicine county, Minnesota",0.0
2316,"Yellow medicine, Minnesota",0.0
2317,"Yellowstone, Montana",0.0
2318,"Yoakum, Texas",0.0
2319,"Yolo, California",0.0
2320,"York county, Pennsylvania",0.0
2321,"York, Maine",0.0
2322,"York, Nebraska",0.0
2323,"York, Pennsylvania",0.0
2324,"York, South Carolina",0.0
2325,"Young, Texas",0.0
2326,"Yuba, California",0.0
2327,"Yuma county, Arizona",0.0
2328,"Yuma, Arizona",0.00038888888888888887
2329,"Zapata county, Texas",0.0
2330,"Zapata, Texas",0.0
2331,"Zavala, Texas",0.0
