,county,chlordane
2326,"Windsor, Vermont",0.0
2327,"Winkler, Texas",0.0
2328,"Winn, Louisiana",0.0
2329,"Winnebago, Illinois",0.0
2330,"Winnebago, Wisconsin",0.0
2331,"Winona, Minnesota",0.0
2332,"Winston, Alabama",0.0
2333,"Wise, Texas",0.0
2334,"Wolfe, Kentucky",0.0
2335,"Wood, Texas",0.0
2336,"Wood, West Virginia",0.0
2337,"Wood, Wisconsin",0.0
2338,"Woodford, Illinois",0.0
2339,"Woodford, Kentucky",0.0
2340,"Woodruff, Arkansas",0.0
2341,"Woodson, Kansas",0.0
2342,"Worcester, Maryland",0.0
2343,"Worcester, Massachusetts",0.0
2344,"Worth, Missouri",0.0
2345,"Wright, Minnesota",0.0
2346,"Wright, Missouri",0.0
2347,"Wyandotte, Kansas",0.0
2348,"Wyoming, New York",0.0
2349,"Wyoming, Pennsylvania",0.0
2350,"Wyoming, West Virginia",0.0
2351,"Wythe, Virginia",0.0
2352,"Yadkin, North Carolina",0.0
2353,"Yakima, Washington",0.0
2354,"Yakutat, Alaska",0.0
2355,"Yamhill, Oregon",0.0
2356,"Yancey, North Carolina",0.0
2357,"Yankton, South Dakota",0.0
2358,"Yates, New York",0.0
2359,"Yavapai, Arizona",0.0
2360,"Yell, Arkansas",0.0
2361,"Yellow medicine county, Minnesota",0.0
2362,"Yellow medicine, Minnesota",0.0
2363,"Yellowstone, Montana",0.0
2364,"Yoakum, Texas",0.0
2365,"Yolo, California",0.0
2366,"York county, Pennsylvania",0.0
2367,"York, Maine",0.0
2368,"York, Nebraska",0.0
2369,"York, Pennsylvania",0.0
2370,"York, South Carolina",0.0
2371,"Young, Texas",0.0
2372,"Yuba, California",0.0
2373,"Yukon-koyukuk, Alaska",0.0
2374,"Yuma county, Arizona",0.0
2375,"Yuma, Arizona",0.0
2376,"Zapata county, Texas",0.0
2377,"Zapata, Texas",0.0
2378,"Zavala, Texas",0.0
